ns,nd,nf,entropy,la,ld,lt,fix,NEDV,AGE,NUC,EXP,REXP,SEXP,bug_introducing
1,1,1,0,44,8,-36,0,1,85043,2,710,1,706,1
1,1,1,0,83,5,-78,1,2,11754,2,0,0,0,0
1,1,2,0.911621,103,0,-103,0,1,0,1,1,0,1,0
1,1,2,0.911621,43,7,-36,0,2,11908,2,1,0,1,0
1,1,1,0,6,0,-6,0,2,11973,2,3,0,3,0
1,1,1,0,14,0,-14,0,3,12054,10,4,0,4,0
1,1,1,0,5,3,-2,0,2,12103,2,5,0,5,0
1,1,1,0,10,0,-10,0,3,12173,7,6,0,6,0
1,1,1,0,383,0,-383,0,1,0,1,7,0,7,0
1,1,1,0,22,0,-22,0,2,10315,3,8,1,8,0
1,1,1,0,90,2,-88,0,2,27050,2,9,0,9,0
1,1,2,0.977001,75,45,-30,0,1,61874,2,685,1,685,1
1,1,2,0.977001,172,0,-172,0,1,0,1,685,0,685,1
1,1,1,0,222,0,-222,0,1,0,1,412,0,99,1
1,1,1,0,418,0,-418,0,1,0,1,413,0,100,1
1,1,1,0,276,127,-149,0,1,9619,3,414,2,101,1
1,1,1,0,83,0,-83,0,1,0,1,10,0,10,0
1,1,1,0,8,2,-6,0,1,17249,2,11,1,11,0
1,2,4,0.800741,56,20,-36,0,2,17867,3,12,1,12,0
1,2,4,0.800741,26,8,-18,0,2,7398,4,12,2,12,0
1,2,4,0.800741,3,1,-2,0,2,17518,3,12,1,12,0
1,2,4,0.800741,83,3,-80,0,2,2571,3,12,1,12,0
1,1,1,0,12,0,-12,0,3,32375,15,415,2,102,0
1,1,1,0,21,2,-19,1,4,31255,16,13,0,13,0
1,1,1,0,38,0,-38,0,2,18378,5,16,3,16,0
1,1,1,0,52,2,-50,0,3,48146,7,17,0,17,0
1,1,2,0.575669,606,0,-606,0,1,0,1,18,0,18,0
1,1,2,0.575669,96,0,-96,0,1,0,1,18,0,18,0
1,1,1,0,19,3,-16,0,6,82119,46,711,16,707,1
1,1,2,0.195909,4,0,-4,0,1,36644,3,687,2,687,0
1,1,2,0.195909,104,24,-80,0,1,36644,2,687,1,687,1
